drug,reaction,a,b,c,d,ROR,PRR
OPDIVO,AUTOIMMUNE THYROIDITIS,1,23,0,4976,,
OPDIVO,CHEST DISCOMFORT,1,23,17,4959,12.68,12.2
OPDIVO,COLITIS,1,23,4,4972,54.04,51.83
OPDIVO,DIASTOLIC DYSFUNCTION,1,23,0,4976,,
OPDIVO,DILATATION ATRIAL,1,23,0,4976,,
OPDIVO,DYSPNOEA EXERTIONAL,1,23,9,4967,24.0,23.04
OPDIVO,ERYSIPELAS,1,23,0,4976,,
OPDIVO,HEPATITIS VIRAL,1,23,0,4976,,
OPDIVO,HYPOTENSION,1,23,25,4951,8.61,8.29
OPDIVO,ILIAC VEIN OCCLUSION,1,23,0,4976,,
OPDIVO,IMMUNE THROMBOCYTOPENIA,1,23,2,4974,108.13,103.67
OPDIVO,IMMUNE-MEDIATED HYPOTHYROIDISM,1,23,0,4976,,
OPDIVO,INFECTED METASTASIS,1,23,0,4976,,
OPDIVO,MALIGNANT NEOPLASM PROGRESSION,1,23,9,4967,24.0,23.04
OPDIVO,METASTASES TO CENTRAL NERVOUS SYSTEM,1,23,0,4976,,
OPDIVO,PERICARDIAL EFFUSION,1,23,1,4975,216.3,207.33
OPDIVO,PLEURAL EFFUSION,1,23,3,4973,72.07,69.11
OPDIVO,PULMONARY HYPERTENSION,1,23,3,4973,72.07,69.11
OPDIVO,SYNOVIAL CYST,1,23,1,4975,216.3,207.33
ORENCIA,C-REACTIVE PROTEIN ABNORMAL,1,26,5,4968,38.22,36.84
ORENCIA,CONDITION AGGRAVATED,1,26,35,4938,5.43,5.26
ORENCIA,DEFORMITY,1,26,1,4972,191.23,184.19
ORENCIA,DRUG INEFFECTIVE,2,25,63,4910,6.23,5.85
ORENCIA,DRUG INTOLERANCE,1,26,14,4959,13.62,13.16
ORENCIA,DYSPNOEA,1,26,59,4914,3.2,3.12
ORENCIA,GAIT DISTURBANCE,1,26,20,4953,9.53,9.21
ORENCIA,GASTROINTESTINAL DISORDER,1,26,17,4956,11.21,10.83
ORENCIA,HAND DEFORMITY,1,26,1,4972,191.23,184.19
ORENCIA,HEPATIC ENZYME INCREASED,1,26,11,4962,17.35,16.74
ORENCIA,HOSPITALISATION,1,26,0,4973,,
ORENCIA,INJECTION SITE REACTION,1,26,2,4971,95.6,92.09
ORENCIA,INTERSTITIAL LUNG DISEASE,1,26,0,4973,,
ORENCIA,JOINT SWELLING,1,26,24,4949,7.93,7.67
ORENCIA,MOBILITY DECREASED,1,26,11,4962,17.35,16.74
ORENCIA,PAIN,2,25,60,4913,6.55,6.14
ORENCIA,PRODUCT USE ISSUE,1,26,16,4957,11.92,11.51
ORENCIA,RED BLOOD CELL SEDIMENTATION RATE INCREASED,1,26,8,4965,23.87,23.02
ORENCIA,RENAL DISORDER,1,26,4,4969,47.78,46.05
ORENCIA,RHEUMATOID ARTHRITIS,2,25,29,4944,13.64,12.7
ORENCIA,SCIATICA,1,26,3,4970,63.72,61.4
ORENCIA,THERAPEUTIC PRODUCT EFFECT DECREASED,1,26,15,4958,12.71,12.28
ORENCIA,TREATMENT FAILURE,2,25,12,4961,33.07,30.7
ORENITRAM,ABDOMINAL DISCOMFORT,1,4,10,4985,124.63,99.9
ORENITRAM,CHILLS,1,4,9,4986,138.5,111.0
ORENITRAM,PAIN IN EXTREMITY,1,4,39,4956,31.77,25.62
ORENITRAM,RHEUMATOID ARTHRITIS,1,4,30,4965,41.38,33.3
ORENITRAM,VASODILATATION,1,4,0,4995,,
OXALIPLATIN,CONTRAINDICATED PRODUCT ADMINISTERED,1,2,7,4990,356.43,237.95
OXALIPLATIN,DRUG HYPERSENSITIVITY,1,2,36,4961,68.9,46.27
OXALIPLATIN,EXPOSURE DURING PREGNANCY,1,2,2,4995,1248.75,832.83
OXYCONTIN,DRUG DEPENDENCE,1,2,1,4996,2498.0,1665.67
OXYCONTIN,IMPAIRED DRIVING ABILITY,1,2,0,4997,,
OXYCONTIN,OVERDOSE,1,2,8,4989,311.81,208.21
PANTOPRAZOLE,ABDOMINAL DISTENSION,1,20,8,4971,31.07,29.64
PANTOPRAZOLE,CONDITION AGGRAVATED,1,20,35,4944,7.06,6.77
PANTOPRAZOLE,CONSTIPATION,1,20,13,4966,19.1,18.24
PANTOPRAZOLE,DECREASED APPETITE,1,20,16,4963,15.51,14.82
PANTOPRAZOLE,DEPRESSED MOOD,1,20,3,4976,82.93,79.03
PANTOPRAZOLE,DIZZINESS,1,20,38,4941,6.5,6.24
PANTOPRAZOLE,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,1,20,1,4978,248.9,237.1
PANTOPRAZOLE,DRY MOUTH,1,20,7,4972,35.51,33.87
PANTOPRAZOLE,EYE PRURITUS,1,20,5,4974,49.74,47.42
PANTOPRAZOLE,FALL,1,20,51,4928,4.83,4.65
PANTOPRAZOLE,FATIGUE,1,20,83,4896,2.95,2.86
PANTOPRAZOLE,HYPERSENSITIVITY,1,20,25,4954,9.91,9.48
PANTOPRAZOLE,HYPOTENSION,1,20,25,4954,9.91,9.48
PANTOPRAZOLE,LACRIMATION INCREASED,1,20,5,4974,49.74,47.42
PANTOPRAZOLE,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,1,20,11,4968,22.58,21.55
PANTOPRAZOLE,NAUSEA,1,20,49,4930,5.03,4.84
PANTOPRAZOLE,PARKINSON'S DISEASE,1,20,1,4978,248.9,237.1
PANTOPRAZOLE,VERTIGO,1,20,6,4973,41.44,39.52
PANTOPRAZOLE,VITAMIN B12 DECREASED,1,20,1,4978,248.9,237.1
PANTOPRAZOLE,VOMITING,1,20,36,4943,6.87,6.59
PANTOPRAZOLE SODIUM,ABDOMINAL DISTENSION,1,21,8,4970,29.58,28.28
PANTOPRAZOLE SODIUM,ARRHYTHMIA,2,20,2,4976,248.8,226.27
PANTOPRAZOLE SODIUM,BLOOD PRESSURE INCREASED,2,20,35,4943,14.12,12.93
PANTOPRAZOLE SODIUM,BRONCHITIS,1,21,21,4957,11.24,10.77
PANTOPRAZOLE SODIUM,CORONARY ARTERY DISEASE,1,21,2,4976,118.48,113.14
PANTOPRAZOLE SODIUM,DIZZINESS,1,21,38,4940,6.19,5.95
PANTOPRAZOLE SODIUM,DYSPNOEA,1,21,59,4919,3.97,3.84
PANTOPRAZOLE SODIUM,FALL,1,21,51,4927,4.6,4.44
PANTOPRAZOLE SODIUM,FATIGUE,1,21,83,4895,2.81,2.73
PANTOPRAZOLE SODIUM,FLATULENCE,1,21,2,4976,118.48,113.14
PANTOPRAZOLE SODIUM,HAEMOTHORAX,1,21,0,4978,,
PANTOPRAZOLE SODIUM,HEART RATE DECREASED,1,21,10,4968,23.66,22.63
PANTOPRAZOLE SODIUM,OSTEOARTHRITIS,1,21,14,4964,16.88,16.16
PANTOPRAZOLE SODIUM,PNEUMONIA,1,21,47,4931,5.0,4.81
PANTOPRAZOLE SODIUM,PULMONARY OEDEMA,1,21,9,4969,26.29,25.14
PANTOPRAZOLE SODIUM,SMALL INTESTINAL OBSTRUCTION,1,21,1,4977,237.0,226.27
PANTOPRAZOLE SODIUM,SPONDYLITIS,1,21,1,4977,237.0,226.27
PANTOPRAZOLE SODIUM,TRISMUS,1,21,1,4977,237.0,226.27
PANTOPRAZOLE SODIUM,TYPE 2 DIABETES MELLITUS,1,21,3,4975,78.97,75.42
PARATHYROID HORMONE,ABDOMINAL PAIN UPPER,1,13,15,4971,25.49,23.74
PARATHYROID HORMONE,BLOOD CALCIUM DECREASED,1,13,2,4984,191.69,178.07
PARATHYROID HORMONE,BONE PAIN,1,13,3,4983,127.77,118.71
PARATHYROID HORMONE,BRAIN FOG,1,13,1,4985,383.46,356.14
PARATHYROID HORMONE,CONFUSIONAL STATE,1,13,7,4979,54.71,50.88
PARATHYROID HORMONE,DIZZINESS,1,13,38,4948,10.02,9.37
PARATHYROID HORMONE,FATIGUE,1,13,83,4903,4.54,4.29
PARATHYROID HORMONE,HEADACHE,1,13,50,4936,7.59,7.12
PARATHYROID HORMONE,INJECTION SITE ERYTHEMA,1,13,1,4985,383.46,356.14
PARATHYROID HORMONE,INJECTION SITE SWELLING,1,13,1,4985,383.46,356.14
PARATHYROID HORMONE,MUSCLE SPASMS,1,13,9,4977,42.54,39.57
PARATHYROID HORMONE,MYALGIA,1,13,17,4969,22.48,20.95
PARATHYROID HORMONE,PAIN IN EXTREMITY,1,13,39,4947,9.76,9.13
PERJETA,ABDOMINAL PAIN,1,49,26,4924,3.86,3.81
PERJETA,ASTHENIA,1,49,32,4918,3.14,3.09
PERJETA,BLISTER,1,49,4,4946,25.23,24.75
PERJETA,BLOOD CREATINE PHOSPHOKINASE INCREASED,1,49,1,4949,101.0,99.0
PERJETA,BLOOD IRON DECREASED,1,49,1,4949,101.0,99.0
PERJETA,BLOOD MAGNESIUM DECREASED,1,49,0,4950,,
PERJETA,BLOOD PRESSURE DECREASED,1,49,12,4938,8.4,8.25
PERJETA,BLOOD PRESSURE DIASTOLIC DECREASED,1,49,7,4943,14.41,14.14
PERJETA,BLOOD PRESSURE SYSTOLIC DECREASED,1,49,1,4949,101.0,99.0
PERJETA,BLOOD TEST ABNORMAL,1,49,1,4949,101.0,99.0
PERJETA,BREAST DISORDER,1,49,0,4950,,
PERJETA,CONSTIPATION,1,49,13,4937,7.75,7.62
PERJETA,DRY MOUTH,1,49,7,4943,14.41,14.14
PERJETA,DRY SKIN,1,49,3,4947,33.65,33.0
PERJETA,DRY THROAT,1,49,2,4948,50.49,49.5
PERJETA,DYSMENORRHOEA,1,49,2,4948,50.49,49.5
PERJETA,ECZEMA,1,49,5,4945,20.18,19.8
PERJETA,ELECTRIC SHOCK SENSATION,1,49,0,4950,,
PERJETA,EPISTAXIS,1,49,4,4946,25.23,24.75
PERJETA,FAECES SOFT,1,49,0,4950,,
PERJETA,FATIGUE,1,49,83,4867,1.2,1.19
PERJETA,GINGIVAL PAIN,1,49,1,4949,101.0,99.0
PERJETA,HAND DERMATITIS,1,49,0,4950,,
PERJETA,HEADACHE,1,49,50,4900,2.0,1.98
PERJETA,HEART RATE DECREASED,1,49,10,4940,10.08,9.9
PERJETA,HEPATITIS,1,49,6,4944,16.82,16.5
PERJETA,HYPERAESTHESIA,1,49,0,4950,,
PERJETA,HYPOTENSION,1,49,25,4925,4.02,3.96
PERJETA,MALAISE,1,49,51,4899,1.96,1.94
PERJETA,MALIGNANT NEOPLASM PROGRESSION,1,49,9,4941,11.2,11.0
PERJETA,MUSCULAR WEAKNESS,1,49,11,4939,9.16,9.0
PERJETA,MYALGIA,1,49,17,4933,5.92,5.82
PERJETA,NASOPHARYNGITIS,1,49,59,4891,1.69,1.68
PERJETA,NAUSEA,1,49,49,4901,2.04,2.02
PERJETA,PAIN,1,49,61,4889,1.64,1.62
PERJETA,PALPITATIONS,1,49,10,4940,10.08,9.9
PERJETA,PARAESTHESIA,1,49,15,4935,6.71,6.6
PERJETA,PRURITUS,1,49,30,4920,3.35,3.3
PERJETA,RECURRENT CANCER,1,49,0,4950,,
PERJETA,SEASONAL ALLERGY,1,49,4,4946,25.23,24.75
PERJETA,SENSITIVE SKIN,1,49,0,4950,,
PERJETA,SKIN FISSURES,1,49,0,4950,,
PERJETA,SNEEZING,1,49,2,4948,50.49,49.5
PERJETA,STRESS,1,49,17,4933,5.92,5.82
PERJETA,TUMOUR MARKER INCREASED,1,49,0,4950,,
PERJETA,URINARY TRACT INFECTION,1,49,15,4935,6.71,6.6
PERJETA,VASCULAR ACCESS SITE HAEMORRHAGE,1,49,0,4950,,
PERJETA,VULVOVAGINAL PAIN,1,49,0,4950,,
PERJETA,WEIGHT DECREASED,1,49,61,4889,1.64,1.62
PERJETA,WEIGHT INCREASED,1,49,47,4903,2.13,2.11
PONATINIB,BLOOD PRESSURE INCREASED,1,13,36,4950,10.58,9.89
PONATINIB,CEREBROVASCULAR ACCIDENT,1,13,6,4980,63.85,59.36
PONATINIB,CONTUSION,1,13,18,4968,21.23,19.79
PONATINIB,DISABILITY,1,13,1,4985,383.46,356.14
PONATINIB,FATIGUE,1,13,83,4903,4.54,4.29
PONATINIB,FEELING ABNORMAL,1,13,23,4963,16.6,15.48
PONATINIB,ILLNESS,1,13,36,4950,10.58,9.89
PONATINIB,MEMORY IMPAIRMENT,1,13,14,4972,27.32,25.44
PONATINIB,NEUROPATHY PERIPHERAL,1,13,4,4982,95.81,89.04
PONATINIB,PRODUCT USE ISSUE,1,13,16,4970,23.89,22.26
PONATINIB,SEIZURE,1,13,6,4980,63.85,59.36
PONATINIB,WHITE BLOOD CELL COUNT INCREASED,1,13,7,4979,54.71,50.88
PREDNISONE,ACUTE KIDNEY INJURY,1,31,9,4959,17.77,17.25
PREDNISONE,ALANINE AMINOTRANSFERASE INCREASED,1,31,6,4962,26.68,25.88
PREDNISONE,ARTHRALGIA,1,31,51,4917,3.11,3.04
PREDNISONE,ASPARTATE AMINOTRANSFERASE INCREASED,1,31,6,4962,26.68,25.88
PREDNISONE,BABESIOSIS,1,31,0,4968,,
PREDNISONE,BLOOD CHLORIDE DECREASED,1,31,0,4968,,
PREDNISONE,BLOOD CREATININE INCREASED,1,31,0,4968,,
PREDNISONE,BLOOD LACTATE DEHYDROGENASE INCREASED,1,31,0,4968,,
PREDNISONE,BLOOD PRESSURE DECREASED,1,31,12,4956,13.32,12.94
PREDNISONE,BLOOD SODIUM DECREASED,1,31,0,4968,,
PREDNISONE,BLOOD UREA INCREASED,1,31,0,4968,,
PREDNISONE,CONDITION AGGRAVATED,1,31,35,4933,4.55,4.44
PREDNISONE,DECREASED APPETITE,1,31,16,4952,9.98,9.7
PREDNISONE,DISEASE RECURRENCE,1,31,4,4964,40.03,38.81
PREDNISONE,FATIGUE,1,31,83,4885,1.9,1.87
PREDNISONE,HAEMATOCRIT DECREASED,1,31,1,4967,160.23,155.25
PREDNISONE,HAEMOGLOBIN DECREASED,1,31,7,4961,22.86,22.18
PREDNISONE,HAEMOLYTIC ANAEMIA,1,31,0,4968,,
PREDNISONE,HAPTOGLOBIN DECREASED,1,31,0,4968,,
PREDNISONE,HEART RATE INCREASED,1,31,18,4950,8.87,8.63
PREDNISONE,HYPOPHAGIA,1,31,4,4964,40.03,38.81
PREDNISONE,LETHARGY,1,31,4,4964,40.03,38.81
PREDNISONE,MUCOSAL DRYNESS,1,31,1,4967,160.23,155.25
PREDNISONE,MYALGIA,1,31,17,4951,9.39,9.13
PREDNISONE,OSTEONECROSIS,1,31,1,4967,160.23,155.25
PREDNISONE,PLATELET COUNT DECREASED,1,31,0,4968,,
PREDNISONE,PYREXIA,1,31,34,4934,4.68,4.57
PREDNISONE,PYURIA,1,31,0,4968,,
PREDNISONE,RESPIRATORY RATE INCREASED,1,31,8,4960,20.0,19.41
PREDNISONE,SEPSIS,1,31,7,4961,22.86,22.18
PREDNISONE,SKIN TURGOR DECREASED,1,31,0,4968,,
PREDNISONE,WEIGHT DECREASED,1,31,61,4907,2.59,2.55
PREGABALIN,ACCIDENTAL OVERDOSE,1,5,3,4991,332.73,277.44
PREGABALIN,BRAIN OEDEMA,1,5,4,4990,249.5,208.08
PREGABALIN,DRUG INTERACTION,1,5,12,4982,83.03,69.36
PREGABALIN,DRUG TOLERANCE,1,5,4,4990,249.5,208.08
PREGABALIN,PULMONARY OEDEMA,1,5,9,4985,110.78,92.48
PREGABALIN,TOXICITY TO VARIOUS AGENTS,1,5,10,4984,99.68,83.23
PREMARIN,ARTHRITIS,2,51,27,4920,7.15,6.91
PREMARIN,ASTHENIA,1,52,32,4915,2.95,2.92
PREMARIN,BLOOD PRESSURE ABNORMAL,1,52,2,4945,47.55,46.67
PREMARIN,BLOOD PRESSURE INCREASED,1,52,36,4911,2.62,2.59
PREMARIN,BLOOD THYROID STIMULATING HORMONE DECREASED,1,52,1,4946,95.12,93.34
PREMARIN,BRAIN FOG,1,52,1,4946,95.12,93.34
PREMARIN,COVID-19,1,52,18,4929,5.27,5.19
PREMARIN,DIZZINESS,1,52,38,4909,2.48,2.46
PREMARIN,DRUG INEFFECTIVE,3,50,62,4885,4.73,4.52
PREMARIN,DYSMENORRHOEA,1,52,2,4945,47.55,46.67
PREMARIN,EXPIRED PRODUCT ADMINISTERED,1,52,1,4946,95.12,93.34
PREMARIN,FATIGUE,1,52,83,4864,1.13,1.12
PREMARIN,FEELING DRUNK,1,52,0,4947,,
PREMARIN,FEELING JITTERY,1,52,0,4947,,
PREMARIN,GAIT DISTURBANCE,1,52,20,4927,4.74,4.67
PREMARIN,GAIT INABILITY,1,52,6,4941,15.84,15.56
PREMARIN,HAEMORRHAGE,1,52,12,4935,7.91,7.78
PREMARIN,HEADACHE,1,52,50,4897,1.88,1.87
PREMARIN,HEART RATE ABNORMAL,1,52,0,4947,,
PREMARIN,HYPERSENSITIVITY,1,52,25,4922,3.79,3.73
PREMARIN,HYPOACUSIS,1,52,9,4938,10.55,10.37
PREMARIN,ILLNESS,3,50,34,4913,8.67,8.24
PREMARIN,INCORRECT DOSE ADMINISTERED,1,52,15,4932,6.32,6.22
PREMARIN,INSOMNIA,1,52,34,4913,2.78,2.75
PREMARIN,INTENTIONAL PRODUCT MISUSE,2,51,7,4940,27.68,26.67
PREMARIN,MEMORY IMPAIRMENT,2,51,13,4934,14.88,14.36
PREMARIN,MENTAL IMPAIRMENT,1,52,2,4945,47.55,46.67
PREMARIN,MIGRAINE,1,52,5,4942,19.01,18.67
PREMARIN,MULTIPLE SCLEROSIS,1,52,4,4943,23.76,23.33
PREMARIN,MUSCULOSKELETAL STIFFNESS,1,52,12,4935,7.91,7.78
PREMARIN,MYCOBACTERIUM AVIUM COMPLEX INFECTION,1,52,0,4947,,
PREMARIN,MYOCARDIAL INFARCTION,1,52,4,4943,23.76,23.33
PREMARIN,NASOPHARYNGITIS,1,52,59,4888,1.59,1.58
PREMARIN,PANIC REACTION,1,52,1,4946,95.12,93.34
PREMARIN,POSTMENOPAUSAL HAEMORRHAGE,1,52,0,4947,,
PREMARIN,PRODUCT DISPENSING ERROR,1,52,4,4943,23.76,23.33
PREMARIN,PRODUCT PRESCRIBING ERROR,1,52,5,4942,19.01,18.67
PREMARIN,SUPRAVENTRICULAR TACHYCARDIA,1,52,0,4947,,
PREMARIN,TYPE V HYPERLIPIDAEMIA,1,52,1,4946,95.12,93.34
PREMARIN,VAGINAL DISCHARGE,1,52,0,4947,,
PREMARIN,VERTIGO,1,52,6,4941,15.84,15.56
PREMARIN,VISUAL IMPAIRMENT,1,52,9,4938,10.55,10.37
PREMARIN,WEIGHT DECREASED,1,52,61,4886,1.54,1.53
PREMARIN,WITHDRAWAL SYNDROME,2,51,0,4947,,
PREMPRO,ABDOMINAL DISTENSION,1,24,8,4967,25.87,24.88
PREMPRO,ABDOMINAL PAIN UPPER,1,24,15,4960,13.78,13.27
PREMPRO,AGITATION,1,24,4,4971,51.78,49.75
PREMPRO,BACK DISORDER,1,24,3,4972,69.06,66.33
PREMPRO,BACK PAIN,1,24,26,4949,7.93,7.65
PREMPRO,BLINDNESS,1,24,4,4971,51.78,49.75
PREMPRO,CARDIAC DISORDER,1,24,3,4972,69.06,66.33
PREMPRO,CONDITION AGGRAVATED,1,24,35,4940,5.88,5.69
PREMPRO,COUGH,1,24,54,4921,3.8,3.69
PREMPRO,EXPIRED PRODUCT ADMINISTERED,1,24,1,4974,207.25,199.0
PREMPRO,FEELING ABNORMAL,1,24,23,4952,8.97,8.65
PREMPRO,FLUID RETENTION,1,24,7,4968,29.57,28.43
PREMPRO,HOT FLUSH,1,24,2,4973,103.6,99.5
PREMPRO,HYPERHIDROSIS,1,24,13,4962,15.9,15.31
PREMPRO,HYPERSENSITIVITY,1,24,25,4950,8.25,7.96
PREMPRO,INTENTIONAL PRODUCT MISUSE,1,24,8,4967,25.87,24.88
PREMPRO,MALAISE,1,24,51,4924,4.02,3.9
PREMPRO,MUSCLE SPASMS,1,24,9,4966,22.99,22.11
PREMPRO,PRODUCT PRESCRIBING ERROR,1,24,5,4970,41.42,39.8
PREMPRO,SLEEP DISORDER,1,24,8,4967,25.87,24.88
PREMPRO,SWELLING,1,24,10,4965,20.69,19.9
PREMPRO,THERAPEUTIC RESPONSE UNEXPECTED,2,23,2,4973,216.22,199.0
PROLIA,ASCITES,1,10,0,4989,,
PROLIA,ASTHENIA,1,10,32,4957,15.49,14.17
PROLIA,ATELECTASIS,1,10,2,4987,249.35,226.77
PROLIA,DIPLOPIA,1,10,2,4987,249.35,226.77
PROLIA,HEPATIC CYST,1,10,1,4988,498.8,453.55
PROLIA,IRON DEFICIENCY,1,10,3,4986,166.2,151.18
PROLIA,LUPUS-LIKE SYNDROME,1,10,1,4988,498.8,453.55
PROLIA,PAIN,1,10,61,4928,8.08,7.44
PROLIA,PAIN IN EXTREMITY,1,10,39,4950,12.69,11.63
PROLIA,PYREXIA,1,10,34,4955,14.57,13.34
PROLIA,THROMBOCYTOSIS,1,10,1,4988,498.8,453.55
PROPOFOL,ANAPHYLACTIC SHOCK,1,4,0,4995,,
PROPOFOL,BLOOD PRESSURE DECREASED,1,4,12,4983,103.81,83.25
PROPOFOL,CIRCUMORAL OEDEMA,1,4,0,4995,,
PROPOFOL,SINUS TACHYCARDIA,1,4,1,4994,1248.5,999.0
PROPOFOL,TONGUE OEDEMA,1,4,0,4995,,
QUETIAPINE,ANAEMIA,1,18,13,4968,21.23,20.17
QUETIAPINE,ANGINA PECTORIS,1,18,6,4975,46.06,43.69
QUETIAPINE,CARDIAC FAILURE,1,18,5,4976,55.29,52.43
QUETIAPINE,COMPLETED SUICIDE,1,18,1,4980,276.67,262.16
QUETIAPINE,CONTUSION,1,18,18,4963,15.32,14.56
QUETIAPINE,DISEASE RECURRENCE,1,18,4,4977,69.13,65.54
QUETIAPINE,DRUG INTERACTION,1,18,12,4969,23.0,21.85
QUETIAPINE,DRUG INTOLERANCE,1,18,14,4967,19.71,18.73
QUETIAPINE,FLUID RETENTION,1,18,7,4974,39.48,37.45
QUETIAPINE,HYPOTENSION,1,18,25,4956,11.01,10.49
QUETIAPINE,OCULOGYRIC CRISIS,1,18,0,4981,,
QUETIAPINE,OEDEMA PERIPHERAL,1,18,12,4969,23.0,21.85
QUETIAPINE,OESOPHAGITIS,1,18,1,4980,276.67,262.16
QUETIAPINE,OVERDOSE,1,18,8,4973,34.53,32.77
QUETIAPINE,PRESYNCOPE,1,18,6,4975,46.06,43.69
QUETIAPINE,PSORIASIS,1,18,10,4971,27.62,26.22
QUETIAPINE,PULMONARY OEDEMA,1,18,9,4972,30.69,29.13
QUETIAPINE,TOXICITY TO VARIOUS AGENTS,1,18,10,4971,27.62,26.22
QUETIAPINE,VENTRICULAR DYSFUNCTION,1,18,4,4977,69.13,65.54
RANIBIZUMAB,BACTERIAL ENDOPHTHALMITIS,1,0,0,4999,,
REMICADE,ANAPHYLACTIC REACTION,1,21,4,4974,59.21,56.57
REMICADE,AUTOIMMUNE COLITIS,1,21,1,4977,237.0,226.27
REMICADE,BACK PAIN,1,21,26,4952,9.07,8.7
REMICADE,DIARRHOEA,1,21,42,4936,5.6,5.39
REMICADE,DRUG INEFFECTIVE,1,21,64,4914,3.66,3.54
REMICADE,DUODENITIS,1,21,1,4977,237.0,226.27
REMICADE,DYSPNOEA,1,21,59,4919,3.97,3.84
REMICADE,FATIGUE,1,21,83,4895,2.81,2.73
REMICADE,GASTRITIS,1,21,2,4976,118.48,113.14
REMICADE,GASTROENTERITIS,1,21,4,4974,59.21,56.57
REMICADE,HYPERSENSITIVITY,1,21,25,4953,9.43,9.05
REMICADE,ILEUS PARALYTIC,1,21,1,4977,237.0,226.27
REMICADE,INFUSION RELATED REACTION,1,21,12,4966,19.71,18.86
REMICADE,LOSS OF CONSCIOUSNESS,1,21,4,4974,59.21,56.57
REMICADE,MALAISE,1,21,51,4927,4.6,4.44
REMICADE,MALIGNANT NEOPLASM PROGRESSION,1,21,9,4969,26.29,25.14
REMICADE,RECTAL STENOSIS,1,21,0,4978,,
REMICADE,SEIZURE,1,21,6,4972,39.46,37.71
REMICADE,SKIN DISCOLOURATION,1,21,1,4977,237.0,226.27
REMICADE,THERAPEUTIC RESPONSE DECREASED,1,21,13,4965,18.19,17.41
REMICADE,WEIGHT DECREASED,1,21,61,4917,3.84,3.71
RISPERDAL,DRUG INEFFECTIVE,1,38,64,4897,2.01,1.99
RISPERDAL,DYSTONIA,1,38,0,4961,,
RISPERDAL,EMOTIONAL DISORDER,2,37,3,4958,89.33,84.8
RISPERDAL,EMOTIONAL DISTRESS,6,33,1,4960,901.82,763.23
RISPERDAL,FEELING OF RELAXATION,1,38,0,4961,,
RISPERDAL,GYNAECOMASTIA,8,31,4,4957,319.81,254.41
RISPERDAL,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,38,35,4926,3.7,3.63
RISPERDAL,MENTAL IMPAIRMENT,1,38,2,4959,65.25,63.6
RISPERDAL,MIGRAINE,1,38,5,4956,26.08,25.44
RISPERDAL,OBESITY,1,38,8,4953,16.29,15.9
RISPERDAL,PRODUCT USE IN UNAPPROVED INDICATION,5,34,15,4946,48.49,42.4
RISPERDAL,THERAPY CESSATION,1,38,1,4960,130.53,127.21
RISPERDAL,VISION BLURRED,1,38,12,4949,10.85,10.6
RISPERDAL,WEIGHT INCREASED,3,36,45,4916,9.1,8.48
RISPERIDONE,ABNORMAL WEIGHT GAIN,1,9,0,4990,,
RISPERIDONE,EMOTIONAL DISORDER,1,9,4,4986,138.5,124.75
RISPERIDONE,EMOTIONAL DISTRESS,1,9,6,4984,92.3,83.17
RISPERIDONE,GYNAECOMASTIA,2,8,10,4980,124.5,99.8
RISPERIDONE,PRODUCT USE IN UNAPPROVED INDICATION,2,8,18,4972,69.06,55.44
RISPERIDONE,SUICIDE ATTEMPT,1,9,1,4989,554.33,499.0
RITUXAN,ABDOMINAL PAIN,2,158,25,4815,2.44,2.42
RITUXAN,ALANINE AMINOTRANSFERASE INCREASED,1,159,6,4834,5.07,5.04
RITUXAN,ALOPECIA,2,158,14,4826,4.36,4.32
RITUXAN,APHONIA,1,159,6,4834,5.07,5.04
RITUXAN,ARTHRALGIA,2,158,50,4790,1.21,1.21
RITUXAN,ARTHRITIS,1,159,28,4812,1.08,1.08
RITUXAN,ARTHROPATHY,1,159,17,4823,1.78,1.78
RITUXAN,ASPARTATE AMINOTRANSFERASE INCREASED,1,159,6,4834,5.07,5.04
RITUXAN,B-LYMPHOCYTE COUNT DECREASED,1,159,0,4840,,
RITUXAN,BACK PAIN,1,159,26,4814,1.16,1.16
RITUXAN,BASAL CELL CARCINOMA,1,159,6,4834,5.07,5.04
RITUXAN,BLISTER,1,159,4,4836,7.6,7.56
RITUXAN,BLOOD BLISTER,1,159,0,4840,,
RITUXAN,BLOOD CHOLESTEROL INCREASED,1,159,8,4832,3.8,3.78
RITUXAN,BLOOD PARATHYROID HORMONE DECREASED,1,159,5,4835,6.08,6.05
RITUXAN,BLOOD PRESSURE DIASTOLIC ABNORMAL,2,158,3,4837,20.41,20.17
RITUXAN,BLOOD PRESSURE DIASTOLIC DECREASED,1,159,7,4833,4.34,4.32
RITUXAN,BLOOD PRESSURE DIASTOLIC INCREASED,1,159,2,4838,15.21,15.13
RITUXAN,BLOOD PRESSURE FLUCTUATION,1,159,2,4838,15.21,15.13
RITUXAN,BLOOD PRESSURE SYSTOLIC ABNORMAL,2,158,3,4837,20.41,20.17
RITUXAN,BLOOD PRESSURE SYSTOLIC INCREASED,2,158,21,4819,2.9,2.88
RITUXAN,BLOOD URINE PRESENT,1,159,2,4838,15.21,15.13
RITUXAN,BODY TEMPERATURE INCREASED,1,159,7,4833,4.34,4.32
RITUXAN,BONE DISORDER,1,159,1,4839,30.43,30.25
