drug,reaction,a,b,c,d,ROR,PRR
HUMIRA,HIATUS HERNIA,1,62,1,4936,79.61,78.37
HUMIRA,HYPERKALAEMIA,1,62,0,4937,,
HUMIRA,HYPONATRAEMIA,1,62,3,4934,26.53,26.12
HUMIRA,IMPAIRED HEALING,1,62,4,4933,19.89,19.59
HUMIRA,INFLAMMATORY MARKER INCREASED,1,62,0,4937,,
HUMIRA,JOINT DISLOCATION,1,62,3,4934,26.53,26.12
HUMIRA,LEFT VENTRICULAR DYSFUNCTION,1,62,0,4937,,
HUMIRA,LYMPHATIC FISTULA,1,62,0,4937,,
HUMIRA,MITRAL VALVE INCOMPETENCE,1,62,0,4937,,
HUMIRA,MYELODYSPLASTIC SYNDROME,1,62,0,4937,,
HUMIRA,MYOCARDIAL INFARCTION,1,62,4,4933,19.89,19.59
HUMIRA,OEDEMA PERIPHERAL,1,62,12,4925,6.62,6.53
HUMIRA,OSTEOARTHRITIS,1,62,14,4923,5.67,5.6
HUMIRA,OSTEOPENIA,1,62,5,4932,15.91,15.67
HUMIRA,PANCREATIC STEATOSIS,1,62,0,4937,,
HUMIRA,PERIPHERAL SWELLING,1,62,27,4910,2.93,2.9
HUMIRA,POSTOPERATIVE WOUND INFECTION,1,62,3,4934,26.53,26.12
HUMIRA,PULMONARY HYPERTENSION,1,62,3,4934,26.53,26.12
HUMIRA,SEROMA,2,61,0,4937,,
HUMIRA,SYSTEMIC LUPUS ERYTHEMATOSUS,1,62,2,4935,39.8,39.18
HUMIRA,TACHYARRHYTHMIA,1,62,0,4937,,
HUMIRA,TRICUSPID VALVE INCOMPETENCE,1,62,0,4937,,
HUMIRA,URINARY RETENTION,1,62,1,4936,79.61,78.37
HUMIRA,URINARY TRACT INFECTION,1,62,15,4922,5.29,5.22
HUMIRA,VOMITING,1,62,36,4901,2.2,2.18
HUMIRA,WOUND DEHISCENCE,1,62,0,4937,,
HUMIRA,WOUND INFECTION PSEUDOMONAS,1,62,0,4937,,
HYDROMORPHONE HYDROCHLORIDE,ANTIDEPRESSANT DRUG LEVEL ABOVE THERAPEUTIC,1,4,0,4995,,
HYDROMORPHONE HYDROCHLORIDE,CONFUSIONAL STATE,1,4,7,4988,178.14,142.71
HYDROMORPHONE HYDROCHLORIDE,DYSPNOEA,1,4,59,4936,20.92,16.93
HYDROMORPHONE HYDROCHLORIDE,LOSS OF CONSCIOUSNESS,1,4,4,4991,311.94,249.75
HYDROMORPHONE HYDROCHLORIDE,TOXICITY TO VARIOUS AGENTS,1,4,10,4985,124.63,99.9
IBRANCE,ABDOMINAL PAIN,1,28,26,4945,6.79,6.59
IBRANCE,ANAEMIA,1,28,13,4958,13.62,13.19
IBRANCE,AORTIC ANEURYSM,1,28,0,4971,,
IBRANCE,ASTHENIA,1,28,32,4939,5.51,5.36
IBRANCE,BOWEL MOVEMENT IRREGULARITY,1,28,0,4971,,
IBRANCE,CLOSTRIDIUM DIFFICILE INFECTION,1,28,3,4968,59.14,57.14
IBRANCE,CONSTIPATION,1,28,13,4958,13.62,13.19
IBRANCE,DECREASED APPETITE,1,28,16,4955,11.06,10.71
IBRANCE,DIARRHOEA,2,27,41,4930,8.91,8.36
IBRANCE,DIZZINESS,1,28,38,4933,4.64,4.51
IBRANCE,FATIGUE,2,27,82,4889,4.42,4.18
IBRANCE,FREQUENT BOWEL MOVEMENTS,1,28,2,4969,88.73,85.71
IBRANCE,IMPAIRED HEALING,1,28,4,4967,44.35,42.85
IBRANCE,LOCALISED INFECTION,1,28,6,4965,29.55,28.57
IBRANCE,MALAISE,1,28,51,4920,3.45,3.36
IBRANCE,MUSCLE RUPTURE,1,28,0,4971,,
IBRANCE,MYELOSUPPRESSION,1,28,1,4970,177.5,171.41
IBRANCE,PAIN IN EXTREMITY,1,28,39,4932,4.52,4.4
IBRANCE,SOFT TISSUE SWELLING,1,28,0,4971,,
IBRANCE,STOMATITIS,1,28,5,4966,35.47,34.28
IBRANCE,TOOTH INFECTION,1,28,5,4966,35.47,34.28
IBRANCE,VIRAL UPPER RESPIRATORY TRACT INFECTION,1,28,1,4970,177.5,171.41
IBRANCE,WEIGHT DECREASED,1,28,61,4910,2.87,2.81
IBRANCE,WHITE BLOOD CELL COUNT ABNORMAL,1,28,0,4971,,
IBRANCE,WHITE BLOOD CELL COUNT DECREASED,1,28,3,4968,59.14,57.14
IBUPROFEN,ACUTE KIDNEY INJURY,1,46,9,4944,11.94,11.71
IBUPROFEN,ANURIA,1,46,1,4952,107.65,105.38
IBUPROFEN,ATAXIA,1,46,0,4953,,
IBUPROFEN,CARDIAC FAILURE,1,46,5,4948,21.51,21.08
IBUPROFEN,CARDIAC OUTPUT DECREASED,1,46,0,4953,,
IBUPROFEN,CARDIOGENIC SHOCK,1,46,1,4952,107.65,105.38
IBUPROFEN,CHEST PAIN,1,46,12,4941,8.95,8.78
IBUPROFEN,CHILLS,1,46,9,4944,11.94,11.71
IBUPROFEN,COAGULOPATHY,1,46,1,4952,107.65,105.38
IBUPROFEN,DEPRESSED LEVEL OF CONSCIOUSNESS,2,45,3,4950,73.33,70.26
IBUPROFEN,DISSEMINATED INTRAVASCULAR COAGULATION,1,46,0,4953,,
IBUPROFEN,DIZZINESS,1,46,38,4915,2.81,2.77
IBUPROFEN,DRUG INEFFECTIVE,1,46,64,4889,1.66,1.65
IBUPROFEN,DYSPNOEA,1,46,59,4894,1.8,1.79
IBUPROFEN,DYSSTASIA,1,46,3,4950,35.87,35.13
IBUPROFEN,HAEMORRHAGE,1,46,12,4941,8.95,8.78
IBUPROFEN,HEPATIC CYTOLYSIS,1,46,0,4953,,
IBUPROFEN,HYPERTENSION,2,45,25,4928,8.76,8.43
IBUPROFEN,HYPOTENSION,1,46,25,4928,4.29,4.22
IBUPROFEN,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,46,35,4918,3.05,3.01
IBUPROFEN,INTENTIONAL OVERDOSE,1,46,1,4952,107.65,105.38
IBUPROFEN,LEUKOCYTOSIS,1,46,1,4952,107.65,105.38
IBUPROFEN,METABOLIC ACIDOSIS,1,46,1,4952,107.65,105.38
IBUPROFEN,MULTIPLE ORGAN DYSFUNCTION SYNDROME,1,46,1,4952,107.65,105.38
IBUPROFEN,MYDRIASIS,1,46,0,4953,,
IBUPROFEN,MYOCARDITIS,1,46,0,4953,,
IBUPROFEN,OVERDOSE,1,46,8,4945,13.44,13.17
IBUPROFEN,PALPITATIONS,1,46,10,4943,10.75,10.54
IBUPROFEN,PERICARDITIS,1,46,2,4951,53.82,52.69
IBUPROFEN,PNEUMONIA,1,46,47,4906,2.27,2.24
IBUPROFEN,RASH,1,46,28,4925,3.82,3.76
IBUPROFEN,RENAL IMPAIRMENT,1,46,1,4952,107.65,105.38
IBUPROFEN,RESPIRATORY DISTRESS,1,46,5,4948,21.51,21.08
IBUPROFEN,SKIN LACERATION,1,46,3,4950,35.87,35.13
IBUPROFEN,SOMNOLENCE,1,46,11,4942,9.77,9.58
IBUPROFEN,SOPOR,1,46,0,4953,,
IBUPROFEN,STATUS EPILEPTICUS,1,46,1,4952,107.65,105.38
IBUPROFEN,STEVENS-JOHNSON SYNDROME,1,46,1,4952,107.65,105.38
IBUPROFEN,SUICIDE ATTEMPT,1,46,1,4952,107.65,105.38
IBUPROFEN,TACHYCARDIA,1,46,9,4944,11.94,11.71
IBUPROFEN,THROMBOCYTOPENIA,1,46,6,4947,17.92,17.56
IBUPROFEN,TOXICITY TO VARIOUS AGENTS,1,46,10,4943,10.75,10.54
IBUPROFEN,VENTRICULAR DYSFUNCTION,1,46,4,4949,26.9,26.35
IBUPROFEN,VISUAL IMPAIRMENT,1,46,9,4944,11.94,11.71
IBUPROFEN,VOMITING,1,46,36,4917,2.97,2.93
ICATIBANT,ABDOMINAL DISTENSION,1,8,8,4983,77.86,69.32
ICATIBANT,HEREDITARY ANGIOEDEMA,1,8,9,4982,69.19,61.62
ICATIBANT,INJECTION SITE PAIN,1,8,14,4977,44.44,39.61
ICATIBANT,PHARYNGEAL SWELLING,1,8,3,4988,207.83,184.85
ICATIBANT,PROCEDURAL PAIN,1,8,1,4990,623.75,554.56
ICATIBANT,PRODUCT USE ISSUE,1,8,16,4975,38.87,34.66
ICATIBANT,WEIGHT DECREASED,1,8,61,4930,10.1,9.09
ICATIBANT,WEIGHT INCREASED,1,8,47,4944,13.15,11.8
ILARIS,ABDOMINAL PAIN UPPER,1,122,15,4862,2.66,2.64
ILARIS,ABNORMAL BEHAVIOUR,1,122,0,4877,,
ILARIS,ADMINISTRATION SITE DISCOLOURATION,1,122,0,4877,,
ILARIS,ADMINISTRATION SITE INFECTION,1,122,0,4877,,
ILARIS,ADMINISTRATION SITE PAIN,1,122,0,4877,,
ILARIS,ADMINISTRATION SITE SWELLING,1,122,0,4877,,
ILARIS,ANAEMIA,1,122,13,4864,3.07,3.05
ILARIS,ANGER,1,122,0,4877,,
ILARIS,APPETITE DISORDER,1,122,0,4877,,
ILARIS,ARTHRALGIA,2,121,50,4827,1.6,1.59
ILARIS,ASTHENIA,2,121,31,4846,2.58,2.56
ILARIS,ATROPHY,1,122,0,4877,,
ILARIS,AUTOINFLAMMATORY DISEASE,1,122,0,4877,,
ILARIS,BACK PAIN,2,121,25,4852,3.21,3.17
ILARIS,BACTERIAL INFECTION,1,122,1,4876,39.97,39.65
ILARIS,BLOOD GLUCOSE INCREASED,1,122,4,4873,9.99,9.91
ILARIS,BLOOD PRESSURE DECREASED,1,122,12,4865,3.32,3.3
ILARIS,BLOOD PRESSURE DIASTOLIC DECREASED,1,122,7,4870,5.7,5.66
ILARIS,BLOOD PRESSURE INCREASED,2,121,35,4842,2.29,2.27
ILARIS,BLOOD TEST ABNORMAL,1,122,1,4876,39.97,39.65
ILARIS,BLOOD TRIGLYCERIDES ABNORMAL,1,122,0,4877,,
ILARIS,BLOOD URINE PRESENT,1,122,2,4875,19.98,19.83
ILARIS,CARDIAC DISORDER,1,122,3,4874,13.32,13.22
ILARIS,CATARACT,1,122,11,4866,3.63,3.6
ILARIS,CENTRAL NERVOUS SYSTEM LESION,1,122,0,4877,,
ILARIS,CEREBRAL SMALL VESSEL ISCHAEMIC DISEASE,1,122,0,4877,,
ILARIS,CHILLS,1,122,9,4868,4.43,4.41
ILARIS,CLUBBING,1,122,0,4877,,
ILARIS,CONCOMITANT DISEASE AGGRAVATED,1,122,3,4874,13.32,13.22
ILARIS,CONJUNCTIVITIS,2,121,5,4872,16.11,15.86
ILARIS,COUGH,1,122,54,4823,0.73,0.73
ILARIS,CYSTITIS,1,122,2,4875,19.98,19.83
ILARIS,DEAFNESS,1,122,5,4872,7.99,7.93
ILARIS,DEPRESSION,1,122,11,4866,3.63,3.6
ILARIS,DIABETES MELLITUS,1,122,10,4867,3.99,3.97
ILARIS,DIARRHOEA,1,122,42,4835,0.94,0.94
ILARIS,DISCOMFORT,1,122,12,4865,3.32,3.3
ILARIS,DRUG WITHDRAWAL SYNDROME,1,122,1,4876,39.97,39.65
ILARIS,DYSPHONIA,1,122,7,4870,5.7,5.66
ILARIS,EAR CONGESTION,1,122,1,4876,39.97,39.65
ILARIS,ERYTHEMA,1,122,18,4859,2.21,2.2
ILARIS,FALL,1,122,51,4826,0.78,0.78
ILARIS,FATIGUE,2,121,82,4795,0.97,0.97
ILARIS,FEELING ABNORMAL,1,122,23,4854,1.73,1.72
ILARIS,FEELING COLD,1,122,3,4874,13.32,13.22
ILARIS,GENERAL PHYSICAL HEALTH DETERIORATION,1,122,7,4870,5.7,5.66
ILARIS,GLYCOSYLATED HAEMOGLOBIN INCREASED,1,122,2,4875,19.98,19.83
ILARIS,HAEMANGIOMA,1,122,0,4877,,
ILARIS,HAEMATOCRIT ABNORMAL,1,122,0,4877,,
ILARIS,HAEMOGLOBIN ABNORMAL,1,122,0,4877,,
ILARIS,HAEMORRHOIDS,1,122,1,4876,39.97,39.65
ILARIS,HIGH DENSITY LIPOPROTEIN ABNORMAL,1,122,0,4877,,
ILARIS,HYPOACUSIS,1,122,9,4868,4.43,4.41
ILARIS,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,122,35,4842,1.13,1.13
ILARIS,INCISION SITE HAEMORRHAGE,1,122,0,4877,,
ILARIS,INCORRECT DOSE ADMINISTERED,1,122,15,4862,2.66,2.64
ILARIS,INFLAMMATION,1,122,12,4865,3.32,3.3
ILARIS,INTERVERTEBRAL DISC DEGENERATION,1,122,2,4875,19.98,19.83
ILARIS,INTERVERTEBRAL DISC PROTRUSION,1,122,4,4873,9.99,9.91
ILARIS,INTERVERTEBRAL DISC SPACE NARROWING,1,122,0,4877,,
ILARIS,JOINT STIFFNESS,2,121,1,4876,80.6,79.3
ILARIS,LIGAMENTUM FLAVUM HYPERTROPHY,1,122,0,4877,,
ILARIS,LOWER LIMB FRACTURE,1,122,2,4875,19.98,19.83
ILARIS,MALAISE,2,121,50,4827,1.6,1.59
ILARIS,MEAN CELL HAEMOGLOBIN CONCENTRATION ABNORMAL,1,122,0,4877,,
ILARIS,MEAN CELL HAEMOGLOBIN DECREASED,1,122,0,4877,,
ILARIS,MEAN CELL VOLUME ABNORMAL,1,122,0,4877,,
ILARIS,MUCOSAL INFLAMMATION,1,122,1,4876,39.97,39.65
ILARIS,MUSCULOSKELETAL STIFFNESS,1,122,12,4865,3.32,3.3
ILARIS,MYALGIA,1,122,17,4860,2.34,2.33
ILARIS,NASOPHARYNGITIS,2,121,58,4819,1.37,1.37
ILARIS,NECK PAIN,1,122,6,4871,6.65,6.61
ILARIS,OCULAR DISCOMFORT,1,122,1,4876,39.97,39.65
ILARIS,OCULAR HYPERAEMIA,1,122,3,4874,13.32,13.22
ILARIS,OCULAR VASCULAR DISORDER,1,122,0,4877,,
ILARIS,ONYCHOCLASIS,1,122,1,4876,39.97,39.65
ILARIS,OSTEOARTHRITIS,1,122,14,4863,2.85,2.83
ILARIS,PAIN IN EXTREMITY,1,122,39,4838,1.02,1.02
ILARIS,PERIPHERAL SWELLING,1,122,27,4850,1.47,1.47
ILARIS,PHARYNGEAL ERYTHEMA,1,122,0,4877,,
ILARIS,PROSTATE CANCER,1,122,4,4873,9.99,9.91
ILARIS,PROSTATE CANCER RECURRENT,1,122,0,4877,,
ILARIS,PROSTATIC SPECIFIC ANTIGEN INCREASED,1,122,0,4877,,
ILARIS,PTERYGIUM,1,122,1,4876,39.97,39.65
ILARIS,PYREXIA,3,120,32,4845,3.79,3.72
ILARIS,RASH,2,121,27,4850,2.97,2.94
ILARIS,RESTLESSNESS,1,122,4,4873,9.99,9.91
ILARIS,RHINORRHOEA,1,122,13,4864,3.07,3.05
ILARIS,ROTAVIRUS INFECTION,1,122,0,4877,,
ILARIS,SCARLET FEVER,1,122,0,4877,,
ILARIS,SERUM AMYLOID A PROTEIN INCREASED,1,122,0,4877,,
ILARIS,SKIN DISORDER,1,122,2,4875,19.98,19.83
ILARIS,SOMNOLENCE,1,122,11,4866,3.63,3.6
ILARIS,SPINAL OSTEOARTHRITIS,1,122,2,4875,19.98,19.83
ILARIS,SPINAL PAIN,1,122,1,4876,39.97,39.65
ILARIS,TEMPERATURE INTOLERANCE,1,122,2,4875,19.98,19.83
ILARIS,TESTICULAR PAIN,1,122,0,4877,,
ILARIS,THALASSAEMIA MINOR,1,122,0,4877,,
ILARIS,THECAL SAC COMPRESSION,1,122,0,4877,,
ILARIS,TONSILLITIS,1,122,0,4877,,
ILARIS,TONSILLITIS STREPTOCOCCAL,1,122,0,4877,,
ILARIS,TREMOR,1,122,6,4871,6.65,6.61
ILARIS,UPPER RESPIRATORY TRACT INFECTION,1,122,3,4874,13.32,13.22
ILARIS,URTICARIA PAPULAR,1,122,0,4877,,
ILARIS,VARICOSE VEIN,1,122,1,4876,39.97,39.65
ILARIS,VERTEBRAL FORAMINAL STENOSIS,1,122,0,4877,,
ILARIS,VIRAL INFECTION,1,122,7,4870,5.7,5.66
ILARIS,VISUAL ACUITY REDUCED,1,122,3,4874,13.32,13.22
ILARIS,VISUAL IMPAIRMENT,1,122,9,4868,4.43,4.41
ILARIS,WEIGHT INCREASED,2,121,46,4831,1.74,1.72
IMATINIB,CHRONIC MYELOMONOCYTIC LEUKAEMIA,2,1,0,4997,,
IMATINIB,SEPSIS,1,2,7,4990,356.43,237.95
INVANZ,NEUTROPENIA,1,0,3,4996,,1666.33
IPILIMUMAB,COLITIS,1,4,4,4991,311.94,249.75
IPILIMUMAB,SJOGREN'S SYNDROME,1,4,3,4992,416.0,333.0
IPILIMUMAB,THERAPEUTIC RESPONSE DECREASED,1,4,13,4982,95.81,76.85
IPILIMUMAB,TUBULOINTERSTITIAL NEPHRITIS,1,4,0,4995,,
IPILIMUMAB,TYPE 1 DIABETES MELLITUS,1,4,1,4994,1248.5,999.0
IRINOTECAN,ANAEMIA,1,7,13,4979,54.71,48.0
IRINOTECAN,CONDITION AGGRAVATED,1,7,35,4957,20.23,17.83
IRINOTECAN,DIARRHOEA,1,7,42,4950,16.84,14.86
IRINOTECAN,HEADACHE,1,7,50,4942,14.12,12.48
IRINOTECAN,LEUKOCYTOSIS,1,7,1,4991,713.0,624.0
IRINOTECAN,NEUTROPENIA,1,7,3,4989,237.57,208.0
IRINOTECAN,PROCTALGIA,1,7,1,4991,713.0,624.0
IRINOTECAN,STOMATITIS,1,7,5,4987,142.49,124.8
JANUMET,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,3,35,4961,47.25,35.69
JANUMET,PRODUCT USE ISSUE,1,3,16,4980,103.75,78.06
JANUMET,RASH,1,3,28,4968,59.14,44.61
JANUVIA,ABDOMINAL DISCOMFORT,1,16,10,4973,31.08,29.31
JANUVIA,AMNESIA,1,16,4,4979,77.8,73.28
JANUVIA,BLOOD PRESSURE INADEQUATELY CONTROLLED,1,16,1,4982,311.38,293.12
JANUVIA,COGNITIVE DISORDER,1,16,5,4978,62.23,58.62
JANUVIA,CONTUSION,1,16,18,4965,17.24,16.28
JANUVIA,DEPRESSED MOOD,1,16,3,4980,103.75,97.71
JANUVIA,DIABETES MELLITUS INADEQUATE CONTROL,1,16,1,4982,311.38,293.12
JANUVIA,DRUG INEFFECTIVE,1,16,64,4919,4.8,4.58
JANUVIA,EXERCISE TOLERANCE DECREASED,1,16,2,4981,155.66,146.56
JANUVIA,HYPERTENSION,1,16,26,4957,11.92,11.27
JANUVIA,MEDICATION ERROR,1,16,3,4980,103.75,97.71
JANUVIA,MOBILITY DECREASED,1,16,11,4972,28.25,26.65
JANUVIA,MULTIPLE DRUG THERAPY,1,16,2,4981,155.66,146.56
JANUVIA,OEDEMA PERIPHERAL,1,16,12,4971,25.89,24.43
JANUVIA,PERIPHERAL SWELLING,1,16,27,4956,11.47,10.86
JANUVIA,PRODUCT USE ISSUE,1,16,16,4967,19.4,18.32
JANUVIA,TREATMENT NONCOMPLIANCE,1,16,1,4982,311.38,293.12
JARDIANCE,BACK PAIN,1,4,26,4969,47.78,38.42
JARDIANCE,KETOSIS,1,4,0,4995,,
JARDIANCE,PYELONEPHRITIS,1,4,1,4994,1248.5,999.0
JARDIANCE,SEPTIC SHOCK,1,4,3,4992,416.0,333.0
JARDIANCE,URINARY TRACT INFECTION,1,4,15,4980,83.0,66.6
LAMOTRIGINE,BRAIN DEATH,1,4,0,4995,,
LAMOTRIGINE,CARDIAC ARREST,1,4,3,4992,416.0,333.0
LAMOTRIGINE,COMPLETED SUICIDE,1,4,1,4994,1248.5,999.0
LAMOTRIGINE,INTENTIONAL OVERDOSE,1,4,1,4994,1248.5,999.0
LAMOTRIGINE,TOXICITY TO VARIOUS AGENTS,1,4,10,4985,124.63,99.9
LANADELUMAB,APPENDICITIS,1,35,0,4964,,
LANADELUMAB,BACK PAIN,1,35,26,4938,5.43,5.3
LANADELUMAB,BREAST FEEDING,1,35,0,4964,,
LANADELUMAB,CATHETER SITE ERYTHEMA,1,35,1,4963,141.8,137.89
LANADELUMAB,CATHETER SITE IRRITATION,1,35,0,4964,,
LANADELUMAB,HEADACHE,1,35,50,4914,2.81,2.76
LANADELUMAB,HEREDITARY ANGIOEDEMA,6,30,4,4960,248.0,206.83
LANADELUMAB,ILLNESS,1,35,36,4928,3.91,3.83
LANADELUMAB,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,35,35,4929,4.02,3.94
LANADELUMAB,INFUSION SITE PAIN,1,35,0,4964,,
LANADELUMAB,JOINT INJURY,1,35,4,4960,35.43,34.47
LANADELUMAB,LIGAMENT SPRAIN,1,35,0,4964,,
LANADELUMAB,MATERNAL EXPOSURE DURING PREGNANCY,2,34,4,4960,72.94,68.94
LANADELUMAB,NAUSEA,1,35,49,4915,2.87,2.81
LANADELUMAB,PREGNANCY,1,35,2,4962,70.89,68.94
LANADELUMAB,PRODUCT USE ISSUE,3,33,14,4950,32.14,29.55
LANADELUMAB,STRESS,1,35,17,4947,8.31,8.11
LANADELUMAB,SWELLING,1,35,10,4954,14.15,13.79
LANADELUMAB,URINARY TRACT INFECTION,1,35,15,4949,9.43,9.19
LANADELUMAB,WEIGHT DECREASED,4,32,58,4906,10.57,9.51
LANADELUMAB,WEIGHT INCREASED,5,31,43,4921,18.46,16.03
LANSOPRAZOLE,COMA,1,8,3,4988,207.83,184.85
LANSOPRAZOLE,DRUG INTERACTION,1,8,12,4979,51.86,46.21
LANSOPRAZOLE,FEELING HOT,1,8,7,4984,89.0,79.22
LANSOPRAZOLE,HYPERHIDROSIS,1,8,13,4978,47.87,42.66
LANSOPRAZOLE,HYPOGLYCAEMIA,1,8,1,4990,623.75,554.56
LANSOPRAZOLE,HYPOGLYCAEMIC COMA,1,8,0,4991,,
LANSOPRAZOLE,LOCALISED INFECTION,1,8,6,4985,103.85,92.43
LANSOPRAZOLE,PERIPHERAL ARTERY THROMBOSIS,1,8,0,4991,,
LANSOPRAZOLE,SKIN WARM,1,8,0,4991,,
LEFLUNOMIDE,ABDOMINAL PAIN,1,35,26,4938,5.43,5.3
LEFLUNOMIDE,ALOPECIA,1,35,15,4949,9.43,9.19
LEFLUNOMIDE,ARTHRITIS,1,35,28,4936,5.04,4.92
LEFLUNOMIDE,ARTHROPATHY,1,35,17,4947,8.31,8.11
LEFLUNOMIDE,BASAL CELL CARCINOMA,1,35,6,4958,23.61,22.98
LEFLUNOMIDE,BLOOD PARATHYROID HORMONE DECREASED,1,35,5,4959,28.34,27.58
LEFLUNOMIDE,CONDITION AGGRAVATED,1,35,35,4929,4.02,3.94
LEFLUNOMIDE,CONTRAINDICATED PRODUCT ADMINISTERED,1,35,7,4957,20.23,19.7
LEFLUNOMIDE,DEAFNESS,1,35,5,4959,28.34,27.58
LEFLUNOMIDE,DRUG HYPERSENSITIVITY,1,35,36,4928,3.91,3.83
LEFLUNOMIDE,DRUG INEFFECTIVE,1,35,64,4900,2.19,2.15
LEFLUNOMIDE,DRUG INTOLERANCE,1,35,14,4950,10.1,9.85
LEFLUNOMIDE,FATIGUE,1,35,83,4881,1.68,1.66
LEFLUNOMIDE,HEPATIC ENZYME INCREASED,1,35,11,4953,12.86,12.54
LEFLUNOMIDE,HEPATITIS,1,35,6,4958,23.61,22.98
LEFLUNOMIDE,HYPERCALCAEMIA,1,35,5,4959,28.34,27.58
LEFLUNOMIDE,INFLAMMATION,1,35,12,4952,11.79,11.49
LEFLUNOMIDE,INFUSION RELATED REACTION,1,35,12,4952,11.79,11.49
LEFLUNOMIDE,INSOMNIA,1,35,34,4930,4.14,4.06
LEFLUNOMIDE,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,1,35,11,4953,12.86,12.54
LEFLUNOMIDE,NAUSEA,1,35,49,4915,2.87,2.81
LEFLUNOMIDE,PAIN,1,35,61,4903,2.3,2.26
LEFLUNOMIDE,PANNICULITIS,1,35,5,4959,28.34,27.58
LEFLUNOMIDE,PNEUMONIA,1,35,47,4917,2.99,2.93
LEFLUNOMIDE,PRESCRIBED UNDERDOSE,1,35,6,4958,23.61,22.98
LEFLUNOMIDE,PRODUCT USE IN UNAPPROVED INDICATION,1,35,19,4945,7.44,7.26
LEFLUNOMIDE,PRODUCT USE ISSUE,1,35,16,4948,8.84,8.62
LEFLUNOMIDE,PULMONARY FIBROSIS,1,35,6,4958,23.61,22.98
LEFLUNOMIDE,RED BLOOD CELL SEDIMENTATION RATE INCREASED,1,35,8,4956,17.7,17.24
LEFLUNOMIDE,RHEUMATOID ARTHRITIS,1,35,30,4934,4.7,4.6
LEFLUNOMIDE,RHEUMATOID NODULE,1,35,5,4959,28.34,27.58
LEFLUNOMIDE,SKIN ULCER,1,35,10,4954,14.15,13.79
LEFLUNOMIDE,THERAPEUTIC PRODUCT EFFECT DECREASED,1,35,15,4949,9.43,9.19
LEFLUNOMIDE,ULCER,1,35,6,4958,23.61,22.98
LEFLUNOMIDE,VOMITING,1,35,36,4928,3.91,3.83
LETROZOLE,ASTHENIA,1,5,32,4962,31.01,26.01
LETROZOLE,BREAST CANCER METASTATIC,1,5,0,4994,,
LETROZOLE,MALIGNANT NEOPLASM PROGRESSION,1,5,9,4985,110.78,92.48
LETROZOLE,METASTASES TO LIVER,1,5,0,4994,,
LETROZOLE,METASTASES TO LYMPH NODES,1,5,0,4994,,
LETROZOLE,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1,5,0,4994,,
LEVETIRACETAM,DEPRESSED LEVEL OF CONSCIOUSNESS,1,4,4,4991,311.94,249.75
LEVETIRACETAM,DRUG INEFFECTIVE,1,4,64,4931,19.26,15.61
LEVETIRACETAM,PNEUMONIA,1,4,47,4948,26.32,21.26
LEVETIRACETAM,STATUS EPILEPTICUS,1,4,1,4994,1248.5,999.0
LEVETIRACETAM,STEVENS-JOHNSON SYNDROME,1,4,1,4994,1248.5,999.0
LEVOFLOXACIN,ACUTE GENERALISED EXANTHEMATOUS PUSTULOSIS,2,5,0,4993,,
LEVOFLOXACIN,BLISTER,1,6,4,4989,207.88,178.32
LEVOFLOXACIN,ORAL DISORDER,1,6,0,4993,,
LEVOFLOXACIN,PUSTULE,1,6,0,4993,,
LEVOFLOXACIN,SKIN EXFOLIATION,1,6,2,4991,415.92,356.64
LOSARTAN,ACUTE HEPATIC FAILURE,1,1,4,4994,1248.5,624.75
LOSARTAN,HEPATIC ENCEPHALOPATHY,1,1,4,4994,1248.5,624.75
LOVASTATIN,ACUTE HEPATIC FAILURE,1,1,4,4994,1248.5,624.75
LOVASTATIN,HEPATIC ENCEPHALOPATHY,1,1,4,4994,1248.5,624.75
LUCENTIS,ARTHROPATHY,1,42,17,4940,6.92,6.78
LUCENTIS,BACK PAIN,1,42,26,4931,4.52,4.43
LUCENTIS,BENIGN PROSTATIC HYPERPLASIA,1,42,0,4957,,
LUCENTIS,BLEPHAROSPASM,1,42,2,4955,58.99,57.64
LUCENTIS,BLINDNESS,1,42,4,4953,29.48,28.82
LUCENTIS,BLINDNESS UNILATERAL,1,42,3,4954,39.32,38.43
LUCENTIS,BLOOD CHOLESTEROL INCREASED,1,42,8,4949,14.73,14.41
LUCENTIS,CATARACT,1,42,11,4946,10.71,10.48
LUCENTIS,DENTAL DISCOMFORT,1,42,0,4957,,
LUCENTIS,DEPRESSION,1,42,11,4946,10.71,10.48
LUCENTIS,DIVERTICULITIS,1,42,4,4953,29.48,28.82
LUCENTIS,DRY EYE,1,42,3,4954,39.32,38.43
LUCENTIS,EYE ABSCESS,1,42,0,4957,,
LUCENTIS,EYE DISORDER,1,42,5,4952,23.58,23.06
LUCENTIS,EYE INFECTION,1,42,3,4954,39.32,38.43
LUCENTIS,EYE PAIN,1,42,6,4951,19.65,19.21
LUCENTIS,FEELING ABNORMAL,1,42,23,4934,5.11,5.01
LUCENTIS,GASTRIC CANCER,1,42,0,4957,,
